  9.9950656E-01  1.0000000E+00  9.9950656E-01  9.9852005E-01  9.9704119E-01  9.9507108E-01  9.9261118E-01
  9.9802673E-01  1.0000000E+00  9.9802673E-01  9.9408603E-01  9.8818955E-01  9.8035476E-01  9.7060481E-01
  9.9556196E-01  1.0000000E+00  9.9556196E-01  9.8671544E-01  9.7351929E-01  9.5606128E-01  9.3445741E-01
  9.9211470E-01  1.0000000E+00  9.9211470E-01  9.7643737E-01  9.5315332E-01  9.2253745E-01  8.8495069E-01
  9.8768834E-01  1.0000000E+00  9.8768834E-01  9.6329239E-01  9.2726221E-01  8.8026133E-01  8.2315317E-01
  9.8228725E-01  1.0000000E+00  9.8228725E-01  9.4733236E-01  8.9606267E-01  8.2983487E-01  7.5039505E-01
  9.7591676E-01  1.0000000E+00  9.7591676E-01  9.2862029E-01  8.5981567E-01  7.7197470E-01  6.6823695E-01
  9.6858316E-01  1.0000000E+00  9.6858316E-01  9.0723001E-01  8.1882408E-01  7.0750112E-01  5.7843334E-01
  9.6029369E-01  1.0000000E+00  9.6029369E-01  8.8324594E-01  7.7343005E-01  6.3732553E-01  4.8289138E-01
  9.5105652E-01  1.0000000E+00  9.5105652E-01  8.5676275E-01  7.2401198E-01  5.6243648E-01  3.8362640E-01
  9.4088077E-01  1.0000000E+00  9.4088077E-01  8.2788493E-01  6.7098117E-01  4.8388454E-01  2.8271485E-01
  9.2977649E-01  1.0000000E+00  9.2977649E-01  7.9672647E-01  6.1477824E-01  4.0276626E-01  1.8224609E-01
  9.1775463E-01  1.0000000E+00  9.1775463E-01  7.6341033E-01  5.5586918E-01  3.2020741E-01  8.4273941E-02
  9.0482705E-01  1.0000000E+00  9.0482705E-01  7.2806799E-01  4.9474132E-01  2.3734584E-01 -9.2305724E-03
  8.9100652E-01  1.0000000E+00  8.9100652E-01  6.9083894E-01  4.3189899E-01  1.5531422E-01 -9.6424416E-02
  8.7630668E-01  1.0000000E+00  8.7630668E-01  6.5187010E-01  3.6785908E-01  7.5222823E-02 -1.7563439E-01
  8.6074203E-01  1.0000000E+00  8.6074203E-01  6.1131526E-01  3.0314654E-01 -1.8572553E-03 -2.4539474E-01
  8.4432793E-01  1.0000000E+00  8.4432793E-01  5.6933447E-01  2.3828970E-01 -7.4910216E-02 -3.0447958E-01
  8.2708057E-01  1.0000000E+00  8.2708057E-01  5.2609341E-01  1.7381569E-01 -1.4299080E-01 -3.5192939E-01
  8.0901699E-01  1.0000000E+00  8.0901699E-01  4.8176275E-01  1.1024575E-01 -2.0523836E-01 -3.8707098E-01
  7.9015501E-01  1.0000000E+00  7.9015501E-01  4.3651742E-01  4.8090698E-02 -2.6088963E-01 -4.0953040E-01
  7.7051324E-01  1.0000000E+00  7.7051324E-01  3.9053599E-01 -1.2153580E-02 -3.0928985E-01 -4.1923861E-01
  7.5011107E-01  1.0000000E+00  7.5011107E-01  3.4399993E-01 -7.0010460E-02 -3.4990228E-01 -4.1642967E-01
  7.2896863E-01  1.0000000E+00  7.2896863E-01  2.9709289E-01 -1.2502676E-01 -3.8231569E-01 -4.0163165E-01
  7.0710678E-01  1.0000000E+00  7.0710678E-01  2.5000000E-01 -1.7677670E-01 -4.0625000E-01 -3.7565048E-01
  6.8454711E-01  1.0000000E+00  6.8454711E-01  2.0290711E-01 -2.2486561E-01 -4.2155976E-01 -3.3954704E-01
  6.6131187E-01  1.0000000E+00  6.6131187E-01  1.5600007E-01 -2.6893341E-01 -4.2823555E-01 -2.9460833E-01
  6.3742399E-01  1.0000000E+00  6.3742399E-01  1.0946401E-01 -3.0865768E-01 -4.2640318E-01 -2.4231316E-01
